Date,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2000-01-03,0.6591,1.0155,0.5254,1.627,1.805,1.4465,8.2798,7.329,7.7765,43.55,101.7,3.8,9.4015,7.964,6.126,1.6563,1128,72.3,8.443,1.5808,31.38,36.97,0.6498
2000-01-04,0.6562,1.0309,0.5198,1.637,1.8405,1.4518,8.2799,7.218,7.7775,43.55,103.09,3.8,9.457,7.934,6.085,1.6535,1122.5,72.65,8.36,1.5565,30.6,37.13,0.6503
2000-01-05,0.655,1.0335,0.5171,1.6415,1.856,1.4518,8.2798,7.208,7.778,43.55,103.77,3.8,9.535,7.935,6.07,1.656,1135,72.95,8.353,1.5526,30.8,37.1,0.6515
2000-01-06,0.654,1.0324,0.5145,1.6475,1.84,1.4571,8.2797,7.2125,7.7785,43.55,105.19,3.8,9.567,7.94,6.08,1.6655,1146.5,72.95,8.3675,1.554,31.75,37.62,0.6503
2000-01-07,0.6548,1.0294,0.516,1.6384,1.831,1.4505,8.2794,7.2285,7.7783,43.55,105.17,3.8,9.52,7.966,6.057,1.6625,1138,73.15,8.415,1.5623,30.85,37.3,0.6508
2000-01-10,0.6561,1.0252,0.5168,1.6374,1.819,1.4568,8.2794,7.254,7.7785,43.55,105.28,3.8,9.445,8.024,6.0765,1.6618,1133.5,73.3,8.449,1.5704,30.83,37.27,0.6518
2000-01-11,0.6575,1.0322,0.5164,1.648,1.8225,1.457,8.2795,7.214,7.7785,43.6,106.09,3.8,9.4825,7.969,6.09,1.669,1147,73.35,8.397,1.5605,30.83,37.61,0.652
2000-01-12,0.6578,1.0281,0.5185,1.6465,1.835,1.455,8.2796,7.236,7.7787,43.6,105.76,3.8,9.515,7.977,6.0685,1.669,1144.5,73.35,8.418,1.566,30.8,37.54,0.6526
2000-01-13,0.6687,1.027,0.524,1.6482,1.814,1.4495,8.2798,7.252,7.7788,43.55,106.09,3.8,9.51,7.9425,6.057,1.67,1135.5,73.35,8.417,1.5707,30.8,37.49,0.6533
2000-01-14,0.6665,1.0128,0.5212,1.6353,1.805,1.4497,8.2797,7.347,7.7789,43.55,105.86,3.8,9.455,7.997,6.075,1.6752,1125,73.35,8.474,1.5945,30.83,37.55,0.6513
2000-01-17,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000-01-18,0.664,1.0121,0.517,1.638,1.7942,1.4502,8.2793,7.356,7.779,43.6,105.49,3.8,9.441,8.01,6.089,1.6735,1127,72.85,8.468,1.5942,30.89,37.4,0.6534
2000-01-19,0.6634,1.0115,0.5155,1.6438,1.793,1.4527,8.2797,7.3655,7.7798,43.6,105.39,3.8,9.418,8,6.114,1.6753,1134,73.2,8.487,1.5965,30.85,37.4,0.6525
2000-01-20,0.6666,1.0133,0.5132,1.6538,1.7785,1.4484,8.2794,7.343,7.7795,43.6,105.45,3.8,9.408,7.977,6.1,1.6765,1126,72.95,8.468,1.5915,30.85,37.28,0.6535
2000-01-21,0.6621,1.01,0.5104,1.6504,1.78,1.442,8.2795,7.3725,7.7792,43.6,104.96,3.8,9.447,7.999,6.128,1.681,1128,73.3,8.493,1.5973,30.85,37.23,0.6535
2000-01-24,0.6544,1.0019,0.5061,1.652,1.768,1.44,8.2789,7.428,7.7795,43.62,105.52,3.8,9.485,8.026,6.1675,1.6825,1124.5,72.95,8.526,1.609,30.85,37.3,0.654
2000-01-25,0.6542,1.0041,0.5068,1.6482,1.78,1.4389,8.2786,7.412,7.78,43.59,105.87,3.8,9.525,8.036,6.1617,1.6867,1127,73.45,8.521,1.6085,30.85,37.27,0.6551
2000-01-26,0.6505,1.0011,0.506,1.6395,1.781,1.4379,8.2782,7.433,7.7805,43.65,105.85,3.8,9.5175,8.0675,6.175,1.695,1127.8,73.4,8.5285,1.6102,30.85,37.48,0.655
2000-01-27,0.655,0.989,0.5072,1.6363,1.78,1.435,8.2783,7.525,7.7805,43.63,104.91,3.8,9.52,8.1475,6.227,1.693,1125,73.45,8.615,1.6317,30.83,37.46,0.655
2000-01-28,0.6265,0.9765,0.487,1.621,1.79,1.4495,8.2781,7.6165,7.78,43.65,107.15,3.8,9.581,8.27,6.3575,1.71,1121,73.05,8.82,1.6485,30.75,37.65,0.655
2000-01-31,0.6382,0.9757,0.4953,1.6182,1.802,1.4517,8.2777,7.633,7.781,43.65,107.33,3.8,9.64,8.301,6.3125,1.701,1124,73.5,8.815,1.6495,30.75,37.55,0.6558
2000-02-01,0.6315,0.9731,0.4904,1.615,1.795,1.4468,8.2774,7.6445,7.7807,43.62,107.67,3.8,9.597,8.277,6.28,1.699,1127,73.55,8.768,1.654,31.75,37.51,0.6563
2000-02-02,0.636,0.9768,0.4898,1.606,1.785,1.4435,8.2773,7.6215,7.7805,43.65,108.4,3.8,9.575,8.225,6.2825,1.6985,1131,73.25,8.708,1.6502,30.8,37.65,0.6571
2000-02-03,0.6387,0.9887,0.4967,1.6025,1.775,1.4417,8.2781,7.52,7.7812,43.65,107.92,3.8,9.51,8.158,6.2575,1.6925,1130.5,73.55,8.577,1.6255,30.8,37.59,0.657
2000-02-04,0.6315,0.976,0.493,1.5915,1.773,1.4467,8.2788,7.626,7.781,43.65,107.54,3.8,9.481,8.27,6.286,1.693,1130,73.55,8.663,1.647,30.8,37.55,0.6573
2000-02-07,0.6339,0.9783,0.4936,1.5917,1.77,1.4457,8.2788,7.609,7.782,43.64,108.75,3.8,9.436,8.259,6.2905,1.6958,1129.6,73.5,8.66,1.6426,30.8,37.75,0.6573
2000-02-08,0.6353,0.9862,0.494,1.6105,1.765,1.4473,8.2788,7.5455,7.7809,43.63,109.59,3.8,9.402,8.1835,6.299,1.6968,1129.5,73.6,8.595,1.6301,30.75,37.64,0.6578
2000-02-09,0.6345,0.9914,0.492,1.6115,1.77,1.4443,8.2788,7.504,7.781,43.65,109.11,3.8,9.399,8.145,6.32,1.6918,1124,73.6,8.544,1.6232,30.65,37.55,0.6585
2000-02-10,0.632,0.9865,0.4935,1.6057,1.77,1.45,8.2788,7.547,7.782,43.58,108.74,3.8,9.4365,8.175,6.3425,1.6929,1121,72.82,8.585,1.628,30.65,37.42,0.6588
2000-02-11,0.6282,0.9847,0.4915,1.5923,1.767,1.4515,8.2788,7.566,7.7814,43.65,108.99,3.8,9.423,8.212,6.361,1.6947,1115,73.6,8.608,1.6305,30.63,37.43,0.6583
2000-02-14,0.6279,0.9783,0.4868,1.589,1.769,1.4547,8.2779,7.612,7.78,43.65,108.65,3.8,9.393,8.248,6.355,1.6975,1128,73.65,8.679,1.6435,30.72,37.49,0.6585
2000-02-15,0.63,0.9834,0.487,1.595,1.783,1.4585,8.2777,7.5743,7.781,43.64,108.75,3.8,9.3875,8.2515,6.355,1.696,1128,73.75,8.68,1.633,30.75,37.52,0.6593
2000-02-16,0.6301,0.9842,0.4899,1.604,1.775,1.452,8.2777,7.567,7.7814,43.75,109.38,3.8,9.3715,8.239,6.3375,1.7033,1126,73.41,8.6695,1.6302,30.72,37.7,0.6595
2000-02-17,0.632,0.9863,0.4937,1.605,1.777,1.4522,8.2772,7.555,7.7815,43.68,110.27,3.8,9.398,8.285,6.325,1.706,1128,73.65,8.68,1.6274,30.72,37.77,0.6614
2000-02-18,0.6292,0.985,0.4909,1.5984,1.777,1.4512,8.2772,7.561,7.7808,43.68,110.88,3.8,9.354,8.257,6.325,1.7058,1129,73.36,8.6725,1.6282,30.765,38.11,0.661
2000-02-21,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000-02-22,0.6257,1.006,0.4917,1.6165,1.785,1.4595,8.2773,7.4035,7.7825,43.65,111.04,3.8,9.427,8.145,6.313,1.7085,1135,73.6,8.5395,1.5983,30.8,38.22,0.6614
2000-02-23,0.6196,1.0017,0.4855,1.6047,1.79,1.4651,8.278,7.436,7.7826,43.68,111.11,3.8,9.413,8.1775,6.335,1.714,1136,73.6,8.577,1.6082,30.8,38.09,0.6613
2000-02-24,0.6144,0.9931,0.4867,1.5981,1.782,1.4587,8.278,7.501,7.783,43.65,110.95,3.8,9.382,8.2055,6.329,1.7165,1144,73.75,8.619,1.62,30.85,38.22,0.6621
2000-02-25,0.6175,0.9763,0.4882,1.5908,1.774,1.4505,8.2786,7.6345,7.783,43.65,110.98,3.8,9.378,8.312,6.312,1.711,1137,73.75,8.695,1.6475,30.8,37.88,0.6618
2000-02-28,0.6116,0.9669,0.4846,1.5935,1.779,1.4538,8.2786,7.6975,7.783,43.68,109.17,3.8,9.4025,8.3425,6.3725,1.7185,1135,73.75,8.6895,1.6615,30.8,37.95,0.6622
2000-02-29,0.6155,0.9643,0.4865,1.578,1.769,1.4505,8.2786,7.724,7.7833,43.65,109.88,3.8,9.3645,8.381,6.34,1.7237,1131.31,73.75,8.75,1.6665,30.76,38.13,0.6625
2000-03-01,0.6067,0.97,0.4853,1.5849,1.769,1.447,8.2786,7.673,7.7824,43.63,107.1,3.8,9.363,8.3115,6.3525,1.7182,1128.5,73.75,8.6865,1.6568,30.75,38.11,0.663
2000-03-02,0.6077,0.9619,0.4878,1.5765,1.759,1.4543,8.2787,7.7446,7.7825,43.65,107.37,3.8,9.341,8.4024,6.368,1.7214,1120.5,73.9,8.805,1.6714,30.75,38,0.6638
2000-03-03,0.6082,0.9618,0.4878,1.581,1.744,1.451,8.2789,7.7415,7.7833,43.65,107.8,3.8,9.315,8.397,6.49,1.7253,1120.5,73.9,8.815,1.6712,30.75,38.01,0.6641
2000-03-06,0.6016,0.9603,0.481,1.5732,1.747,1.4555,8.2785,7.755,7.7835,43.63,107.74,3.8,9.3175,8.4125,6.5,1.7252,1119.3,74,8.7865,1.675,30.8,38.1,0.6643
2000-03-07,0.6035,0.956,0.4836,1.5772,1.747,1.4527,8.2784,7.787,7.784,43.63,106.2,3.8,9.285,8.436,6.523,1.7199,1118.7,73.9,8.804,1.681,30.75,38.06,0.6643
2000-03-08,0.6094,0.9576,0.4875,1.5855,1.754,1.4592,8.2786,7.777,7.7845,43.65,106.89,3.8,9.272,8.454,6.4825,1.714,1119.2,73.65,8.851,1.677,30.76,37.94,0.6645
2000-03-09,0.6155,0.9684,0.4917,1.5815,1.735,1.457,8.2787,7.694,7.7842,43.63,106.45,3.8,9.2925,8.393,6.4025,1.708,1123,73.65,8.7235,1.6595,30.75,37.93,0.6653
2000-03-10,0.6136,0.9659,0.495,1.5793,1.738,1.4575,8.2785,7.7175,7.7848,43.65,106.27,3.8,9.3175,8.395,6.3875,1.7035,1120.2,73.8,8.72,1.6661,30.75,37.85,0.6655
2000-03-13,0.6165,0.9648,0.4933,1.5782,1.749,1.4614,8.2781,7.7235,7.7842,43.65,105.32,3.8,9.313,8.419,6.435,1.7068,1121,74.05,8.718,1.6702,30.75,37.93,0.6653
2000-03-14,0.614,0.9644,0.4904,1.5725,1.738,1.4632,8.278,7.7235,7.7845,43.64,104.85,3.8,9.319,8.443,6.44,1.7095,1118.4,73.62,8.697,1.6715,30.74,37.87,0.6659
2000-03-15,0.6125,0.9696,0.4885,1.573,1.7402,1.468,8.2778,7.6855,7.7847,43.65,105.58,3.8,9.337,8.417,6.475,1.715,1118.5,73.62,8.6915,1.6618,30.75,38.16,0.6665
2000-03-16,0.6107,0.971,0.4878,1.5747,1.736,1.4724,8.2777,7.665,7.7846,43.58,105.63,3.8,9.325,8.406,6.45,1.712,1118,73.64,8.694,1.6593,30.815,37.96,0.6673
2000-03-17,0.6067,0.9694,0.4845,1.5705,1.737,1.4728,8.2785,7.676,7.7849,43.65,106.1,3.8,9.322,8.4085,6.47,1.7161,1117.3,74,8.666,1.662,30.74,37.97,0.667
2000-03-20,0.6065,0.971,0.4835,1.5686,1.74,1.4703,8.2786,7.667,7.7855,43.63,106.5,3.8,9.321,8.421,6.492,1.72,1118.18,73.9,8.6425,1.6605,30.75,38.04,0.6673
2000-03-21,0.61,0.9703,0.4903,1.5725,1.7395,1.4662,8.2783,7.676,7.7855,43.59,106.91,3.8,9.3,8.429,6.484,1.7188,1117,73.75,8.65,1.6615,30.78,37.9,0.6677
2000-03-22,0.6056,0.9608,0.4876,1.5705,1.729,1.472,8.2783,7.751,7.7858,43.65,106.77,3.8,9.275,8.466,6.4575,1.7125,1113,73.7,8.711,1.675,30.75,37.8,0.668
2000-03-23,0.6041,0.9691,0.4875,1.583,1.723,1.4727,8.2787,7.6875,7.7858,43.65,107.45,3.8,9.2375,8.388,6.478,1.7115,1110,73.75,8.645,1.6522,30.75,37.75,0.6688
2000-03-24,0.6064,0.9724,0.4883,1.591,1.73,1.465,8.2789,7.6575,7.7845,43.65,107.25,3.8,9.1875,8.345,6.4835,1.716,1108.7,73.74,8.5775,1.6333,30.7,37.72,0.669
2000-03-27,0.6114,0.9645,0.4932,1.5855,1.736,1.4605,8.2792,7.719,7.7855,43.62,107.13,3.8,9.1825,8.406,6.465,1.716,1112.1,73.85,8.6465,1.6468,30.65,37.8,0.6695
2000-03-28,0.6141,0.9614,0.5025,1.5872,1.749,1.4541,8.2795,7.747,7.785,43.65,105.9,3.8,9.184,8.39,6.49,1.715,1112.5,73.85,8.5675,1.6551,30.64,37.8,0.6693
2000-03-29,0.6124,0.9524,0.5015,1.587,1.74,1.4555,8.2789,7.819,7.7865,43.65,105.6,3.8,9.235,8.45,6.5125,1.7168,1109.4,73.9,8.6675,1.6725,30.6,37.79,0.67
2000-03-30,0.6125,0.9594,0.499,1.5922,1.753,1.4557,8.2788,7.763,7.7866,43.65,105.53,3.8,9.306,8.405,6.579,1.7194,1107.5,73.85,8.633,1.6605,30.6,37.88,0.671
2000-03-31,0.6062,0.9574,0.496,1.5922,1.742,1.4538,8.2787,7.775,7.7867,43.65,102.73,3.8,9.2895,8.435,6.535,1.712,1105.5,73.85,8.635,1.663,30.48,37.85,0.67
2000-04-03,0.6073,0.956,0.4998,1.598,1.742,1.4548,8.2786,7.7895,7.7868,43.632,104.82,3.8,9.29,8.464,6.565,1.7173,1113,73.85,8.678,1.6587,30.5,37.8,0.6705
2000-04-04,0.6032,0.9588,0.5007,1.5965,1.745,1.4531,8.2791,7.777,7.7863,43.65,105.33,3.8,9.312,8.49,6.56,1.7183,1114,74.18,8.691,1.65,30.45,37.86,0.6704
2000-04-05,0.6053,0.9647,0.5033,1.59,1.755,1.4548,8.2795,7.7225,7.7864,43.68,105,3.8,9.395,8.4425,6.6025,1.716,1115.5,74.15,8.6225,1.633,30.5,38.05,0.6713
2000-04-06,0.6016,0.958,0.501,1.58,1.745,1.4515,8.2795,7.774,7.787,43.65,104.78,3.8,9.364,8.476,6.575,1.715,1112,74.18,8.661,1.639,30.48,38.05,0.6719
2000-04-07,0.6003,0.959,0.5003,1.583,1.746,1.4574,8.2795,7.767,7.7878,43.67,105.33,3.8,9.3222,8.482,6.561,1.7162,1107.5,74.15,8.642,1.6383,30.5,37.995,0.671
2000-04-10,0.5991,0.9588,0.4985,1.5828,1.738,1.4615,8.2798,7.765,7.7875,43.66,106.37,3.8,9.29,8.502,6.555,1.719,1110.5,74.05,8.61,1.6435,30.35,38.05,0.6708
2000-04-11,0.5957,0.9591,0.4984,1.5873,1.7475,1.4635,8.2791,7.767,7.787,43.68,106.95,3.8,9.366,8.526,6.5925,1.72,1110,74.1,8.634,1.6415,30.35,38.07,0.6728
2000-04-12,0.597,0.9551,0.4975,1.5882,1.748,1.4623,8.2796,7.797,7.7878,43.7,105.86,3.8,9.397,8.533,6.574,1.7193,1108.5,74.05,8.702,1.649,30.35,38.05,0.6725
2000-04-13,0.5963,0.9524,0.4978,1.5881,1.764,1.4661,8.2794,7.8225,7.7879,43.7,105.76,3.8,9.399,8.546,6.5645,1.716,1107,74.05,8.723,1.652,30.35,37.85,0.6728
2000-04-14,0.5972,0.9564,0.4976,1.586,1.786,1.4767,8.2794,7.7908,7.788,43.75,105.12,3.8,9.501,8.5435,6.5835,1.7078,1111.2,74.04,8.7,1.6408,30.45,37.9,0.6728
2000-04-17,0.5913,0.955,0.4945,1.5853,1.789,1.4855,8.2794,7.7975,7.7882,43.68,104.19,3.8,9.4825,8.587,6.621,1.7069,1113.8,73.8,8.72,1.644,30.55,37.97,0.6726
2000-04-18,0.5946,0.9477,0.4953,1.5764,1.766,1.4837,8.279,7.8615,7.7885,43.7,104.59,3.8,9.437,8.631,6.61,1.699,1110,74.25,8.744,1.6603,30.6,37.92,0.6728
2000-04-19,0.5957,0.9369,0.4985,1.5777,1.766,1.4761,8.2793,7.9525,7.7886,43.7,104.94,3.8,9.391,8.714,6.638,1.6992,1109.5,74.25,8.798,1.6755,30.62,37.98,0.6728
2000-04-20,0.5931,0.9376,0.495,1.5801,1.781,1.4725,8.2791,7.9525,7.7888,43.687,105.45,3.8,9.403,8.6925,6.702,1.6978,1109,73.85,8.8,1.6772,30.55,37.97,0.6728
2000-04-21,0.5925,0.9379,0.4935,1.5785,1.779,1.475,8.2785,7.949,7.7887,43.7,105.88,3.8,9.4045,8.677,6.74,1.699,1108.5,74,8.786,1.676,30.585,37.95,0.6728
2000-04-24,0.5945,0.9396,0.4946,1.58,1.79,1.4763,8.2786,7.9203,7.789,43.655,105.66,3.8,9.4405,8.673,6.7325,1.702,1108.8,74.2,8.78,1.6712,30.6,37.98,0.6735
2000-04-25,0.5956,0.9265,0.4955,1.5787,1.79,1.4699,8.2791,8.048,7.7885,43.7,105.71,3.8,9.405,8.806,6.7305,1.704,1108.5,74.2,8.848,1.6985,30.65,38.04,0.674
2000-04-26,0.589,0.9217,0.4865,1.5795,1.799,1.4758,8.2795,8.0875,7.789,43.7,106.46,3.8,9.409,8.8275,6.805,1.7055,1108.1,74.2,8.885,1.7085,30.65,38.15,0.6752
2000-04-27,0.5875,0.9083,0.4858,1.5748,1.811,1.4792,8.2798,8.209,7.789,43.7,106.36,3.8,9.454,8.9718,6.865,1.707,1111,74.35,8.9808,1.731,30.65,38.13,0.6755
2000-04-28,0.5837,0.9089,0.4855,1.556,1.805,1.4818,8.2799,8.1935,7.789,43.7,107.98,3.8,9.411,8.959,6.783,1.7065,1110,74.55,8.967,1.725,30.67,38.09,0.6763
2000-05-01,0.58,0.912,0.4835,1.5558,1.807,1.4783,8.2799,8.1695,7.789,43.67,108.89,3.8,9.335,8.905,6.785,1.709,1110,74.4,8.9183,1.7135,30.65,38.12,0.6758
2000-05-02,0.5857,0.9068,0.4859,1.559,1.8,1.4857,8.2799,8.221,7.7895,43.75,108.63,3.8,9.334,8.9535,6.775,1.7178,1110.1,74.55,8.941,1.7185,30.68,38.35,0.6763
2000-05-03,0.59,0.8891,0.489,1.5605,1.816,1.4923,8.2799,8.3805,7.79,43.73,109.14,3.8,9.3675,9.071,6.845,1.7215,1110,74.05,9.077,1.7369,30.75,38.5,0.6765
2000-05-04,0.5914,0.8907,0.4908,1.5435,1.814,1.498,8.2799,8.373,7.79,43.67,108.17,3.8,9.3965,9.102,6.9225,1.722,1111.5,74.7,9.104,1.7353,30.72,38.51,0.6769
2000-05-05,0.5935,0.8953,0.4893,1.5288,1.8125,1.498,8.2799,8.3255,7.7898,43.7,108.53,3.8,9.48,9.106,6.94,1.7222,1111,74.7,9.103,1.7323,30.68,38.55,0.6776
2000-05-08,0.587,0.895,0.4847,1.531,1.805,1.4927,8.2798,8.326,7.7893,43.7,109.03,3.8,9.4825,9.093,6.94,1.7235,1109.7,74.4,9.095,1.7305,30.7,38.5,0.6779
2000-05-09,0.5828,0.9023,0.479,1.5315,1.8075,1.4945,8.279,8.261,7.7899,43.7,109.61,3.8,9.4875,9.051,7.09,1.7295,1109.5,74.5,9.0592,1.7219,30.65,38.68,0.678
2000-05-10,0.5815,0.9097,0.4775,1.5153,1.818,1.4955,8.2785,8.198,7.7898,44.3,109.33,3.8,9.572,9.045,7.0755,1.729,1109.2,74.8,9.0575,1.715,30.73,38.71,0.6785
2000-05-11,0.579,0.9021,0.4777,1.4997,1.82,1.49,8.2782,8.2675,7.7898,44.44,108.47,3.8,9.583,9.139,6.975,1.7263,1113,74.55,9.16,1.7252,30.76,39,0.6793
2000-05-12,0.581,0.908,0.4795,1.5172,1.83,1.4872,8.2778,8.2177,7.79,44.15,108.74,3.8,9.5627,9.0115,7.04,1.7278,1113.5,74.6,9.092,1.709,30.75,38.9,0.6784
2000-05-15,0.5739,0.9138,0.4741,1.5075,1.845,1.4897,8.2777,8.1656,7.7895,44.44,109.48,3.8,9.576,8.963,7.04,1.7335,1114.9,75.1,9.063,1.7033,30.83,39.35,0.6799
2000-05-16,0.5773,0.9053,0.473,1.5008,1.823,1.4862,8.2772,8.248,7.7902,44.05,109.75,3.8,9.508,9.0505,7.0725,1.7325,1115,75.15,9.103,1.7152,30.84,39.45,0.6803
2000-05-17,0.5685,0.8921,0.461,1.4905,1.833,1.4992,8.2768,8.3645,7.791,44.02,109.53,3.8,9.5505,9.152,7.1175,1.734,1115.6,75.1,9.201,1.7398,30.75,39.4,0.681
2000-05-18,0.5703,0.8952,0.4527,1.4818,1.831,1.5007,8.2773,8.333,7.7915,44.03,108.7,3.8,9.582,9.126,7.134,1.734,1118.8,75.15,9.1323,1.7377,30.82,39.34,0.6814
2000-05-19,0.5728,0.8946,0.4565,1.4855,1.843,1.4963,8.2768,8.335,7.7915,44,106.89,3.8,9.627,9.1375,7.18,1.7275,1122.5,75.15,9.1575,1.7347,30.79,39.03,0.6821
2000-05-22,0.574,0.9036,0.4593,1.4907,1.854,1.4983,8.277,8.2565,7.7918,44.02,107.02,3.8,9.573,9.117,7.1175,1.7317,1131.5,75.05,9.222,1.7185,30.75,39.18,0.682
2000-05-23,0.5747,0.9032,0.4587,1.4728,1.852,1.5036,8.2768,8.2455,7.792,44.15,106.72,3.8,9.5025,9.153,7.055,1.735,1135,75.1,9.21,1.7295,30.8,39.25,0.682
2000-05-24,0.5713,0.9096,0.454,1.4755,1.853,1.5085,8.2769,8.2,7.7919,44.25,107.58,3.8,9.54,9.0985,7.118,1.737,1133.5,75.1,9.175,1.7208,30.82,39.3,0.683
2000-05-25,0.57,0.9072,0.4566,1.4705,1.846,1.5057,8.2773,8.22,7.792,44.2,107.48,3.8,9.5085,9.106,7.1475,1.7328,1129.9,75.5,9.165,1.721,30.85,39.15,0.6839
2000-05-26,0.5716,0.931,0.4585,1.4875,1.841,1.5045,8.2771,8.006,7.7922,44.4,107.18,3.8,9.53,8.919,7.135,1.7343,1137.5,75.25,9.01,1.6828,30.85,39.19,0.6842
2000-05-29,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2000-05-30,0.5768,0.9314,0.4601,1.495,1.8325,1.5036,8.2772,8.012,7.7925,44.65,106.44,3.8,9.52,8.947,7.0515,1.7332,1137,75.4,9.002,1.6885,30.96,39.25,0.6835
2000-05-31,0.5708,0.9328,0.4572,1.4968,1.827,1.4977,8.2773,7.998,7.7927,44.65,107.74,3.8,9.511,8.926,6.9675,1.7345,1130,74.77,8.987,1.6883,30.85,39.22,0.6818
2000-06-01,0.5721,0.9307,0.4561,1.4915,1.821,1.491,8.2771,8.0225,7.792,44.65,108.74,3.8,9.49,8.94,6.9875,1.732,1133,75.3,8.968,1.6878,30.9,39.19,0.6818
2000-06-02,0.579,0.9432,0.4664,1.5079,1.807,1.4785,8.2771,7.915,7.7921,44.7,108.15,3.8,9.5575,8.8095,6.93,1.724,1125.2,75.2,8.8245,1.668,30.85,38.92,0.678
2000-06-05,0.5812,0.9471,0.4675,1.5135,1.794,1.4779,8.277,7.881,7.794,44.75,107.44,3.8,9.547,8.749,6.925,1.7205,1118,75.35,8.805,1.663,30.83,38.81,0.6793
2000-06-06,0.5887,0.957,0.4738,1.5235,1.793,1.478,8.2773,7.799,7.793,44.75,105.64,3.8,9.675,8.662,6.945,1.7205,1117,75.25,8.711,1.643,30.83,38.84,0.6798
2000-06-07,0.59,0.96,0.472,1.5225,1.804,1.4785,8.2773,7.7771,7.793,44.83,105.5,3.8,9.784,8.6314,6.9725,1.722,1113.2,75.25,8.656,1.6365,30.8,38.92,0.679
2000-06-08,0.5878,0.9548,0.4685,1.506,1.799,1.48,8.2775,7.813,7.7932,44.85,105.86,3.8,9.9,8.694,7.0475,1.7205,1116,75.4,8.758,1.641,30.8,39.01,0.6803
2000-06-09,0.5864,0.9526,0.468,1.5079,1.8025,1.4765,8.2772,7.832,7.7936,44.85,106.78,3.8,9.9325,8.732,7.004,1.723,1115.5,75.25,8.745,1.6443,30.8,39.12,0.6803
2000-06-12,0.5912,0.9544,0.4707,1.512,1.805,1.4765,8.2771,7.82,7.794,44.85,106.65,3.8005,9.857,8.691,7.028,1.7225,1113.4,75.25,8.691,1.6356,30.8,39.05,0.6807
2000-06-13,0.5973,0.9619,0.472,1.513,1.812,1.4697,8.277,7.755,7.7936,44.8,106.79,3.8,9.788,8.6265,7.005,1.7213,1114.4,75.25,8.612,1.6255,30.8,38.99,0.6808
2000-06-14,0.6007,0.959,0.4757,1.5023,1.8125,1.4695,8.2768,7.778,7.7925,44.72,106.89,3.8,9.7875,8.573,6.93,1.7215,1114.5,75.16,8.533,1.6318,30.8,39.07,0.6815
2000-06-15,0.6015,0.953,0.469,1.5103,1.812,1.4758,8.2768,7.828,7.794,44.8,106.52,3.8,9.847,8.636,6.9,1.7245,1115,75.2,8.625,1.6386,30.85,39.07,0.6818
2000-06-16,0.6083,0.9648,0.4785,1.5165,1.808,1.4708,8.2768,7.731,7.7942,44.83,106.22,3.8,9.9235,8.5755,6.83,1.7258,1116.4,75.2,8.6015,1.6178,30.9,39.18,0.682
2000-06-19,0.6024,0.9622,0.473,1.5154,1.805,1.4657,8.2768,7.7495,7.7936,44.85,105.74,3.8,9.909,8.58,6.866,1.7322,1122.22,75.15,8.62,1.623,30.9,39.2,0.6823
2000-06-20,0.6037,0.9557,0.4751,1.51,1.8,1.4708,8.2772,7.8,7.7925,44.75,105.42,3.8,9.879,8.6225,6.905,1.733,1120,78.25,8.6425,1.628,30.9,39.13,0.6823
2000-06-21,0.6026,0.9455,0.4752,1.497,1.815,1.4729,8.2772,7.888,7.793,44.7,105.5,3.8,9.815,8.7,6.93,1.734,1119.3,78.7,8.719,1.639,30.83,39.2,0.6803
2000-06-22,0.5993,0.9398,0.4728,1.511,1.813,1.4725,8.2771,7.9375,7.792,44.7,104.4,3.8,9.879,8.738,6.919,1.7345,1118.8,78.83,8.805,1.6455,30.8,39.25,0.6803
2000-06-23,0.5964,0.9358,0.4715,1.501,1.822,1.4793,8.2769,7.968,7.791,44.75,104.59,3.8,9.975,8.739,6.88,1.7325,1119.5,78.9,8.85,1.6565,30.8,39.1,0.6814
2000-06-26,0.5965,0.9382,0.4695,1.499,1.828,1.483,8.2773,7.9495,7.792,44.75,105.66,3.8,10.023,8.758,6.878,1.7341,1118.2,78.9,8.891,1.651,30.81,39.13,0.6813
2000-06-27,0.6012,0.9444,0.472,1.5,1.823,1.4825,8.2774,7.8999,7.795,44.7,105.53,3.8,10.087,8.6947,6.8175,1.7343,1118.3,79,8.8725,1.6379,30.82,39.17,0.6815
2000-06-28,0.6023,0.9444,0.465,1.5107,1.82,1.4838,8.2775,7.898,7.7955,44.72,105.51,3.8,9.9685,8.652,6.81,1.735,1116.5,79,8.864,1.642,30.82,39.16,0.6818
2000-06-29,0.6029,0.9515,0.4692,1.5194,1.817,1.482,8.278,7.8405,7.7953,44.73,105.09,3.8,9.888,8.59,6.8225,1.7345,1115,79.2,8.822,1.6375,30.83,39.2,0.6825
