Date,AUD,EUR,NZD,GBP,BRL,CAD,CNY,DKK,HKD,INR,JPY,MYR,MXN,NOK,ZAR,SGD,KRW,LKR,SEK,CHF,TWD,THB,VEB
2008-02-13,0.8934,1.4569,0.7827,1.9618,1.7458,0.9992,7.1973,5.1162,7.7998,39.75,108.15,3.239,10.75,5.476,7.7185,1.4191,945.3,107.85,6.4116,1.1074,31.63,32.03,2.1446
2008-02-14,0.9034,1.4635,0.7895,1.9708,1.7463,0.9967,7.188,5.093,7.7995,39.57,107.97,3.234,10.7457,5.4228,7.6725,1.4177,944.3,107.85,6.3771,1.0984,31.69,31.92,2.1446
2008-02-15,0.9069,1.4674,0.7889,1.9613,1.7513,1.0013,7.178,5.0804,7.8004,39.65,107.67,3.221,10.766,5.3876,7.66,1.412,944.6,107.8,6.3418,1.0913,31.73,31.56,2.1446
2008-02-18,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008-02-19,0.9203,1.4742,0.7994,1.9511,1.7315,1.0159,7.1485,5.056,7.8012,39.91,107.5,3.221,10.746,5.3307,7.665,1.4127,944.1,107.85,6.3093,1.093,31.66,31.65,2.1446
2008-02-20,0.9148,1.4663,0.7945,1.9405,1.734,1.0188,7.1425,5.0823,7.8007,40.11,107.97,3.224,10.799,5.3724,7.895,1.4111,947.5,107.85,6.3517,1.1003,31.63,31.53,2.1446
2008-02-21,0.9206,1.4813,0.8008,1.9614,1.707,1.0083,7.1395,5.0324,7.799,39.83,107.6,3.2189,10.798,5.3097,7.751,1.41,948.2,107.95,6.285,1.0916,31.52,31.3,2.1446
2008-02-22,0.9205,1.4825,0.806,1.9668,1.7086,1.0155,7.14,5.0286,7.7968,40.04,106.98,3.2134,10.7751,5.3171,7.74,1.4056,948.2,107.95,6.2909,1.0856,31.31,31.18,2.1446
2008-02-25,0.9232,1.4822,0.8082,1.9668,1.7052,0.9982,7.1522,5.0294,7.7971,39.9,107.88,3.2108,10.7915,5.3122,7.707,1.4057,948.2,107.95,6.2909,1.0856,31.25,31.18,2.1446
2008-02-26,0.9292,1.4889,0.8128,1.9747,1.686,0.9861,7.158,5.0071,7.7936,39.89,107.73,3.2113,10.732,5.2933,7.5585,1.4047,946.5,107.82,6.2503,1.0849,31.18,30.1,2.1446
2008-02-27,0.9417,1.5132,0.8175,1.9923,1.6671,0.9776,7.14,4.9242,7.7842,39.68,106.38,3.194,10.736,5.1898,7.425,1.396,938.1,107.82,6.1643,1.0637,30.9,29.9,2.1446
2008-02-28,0.9463,1.5172,0.8146,1.9879,1.68,0.9717,7.11,4.9114,7.7821,39.84,105.64,3.195,10.673,5.1899,7.5575,1.3934,937.2,107.8,6.1741,1.0533,30.9,29.53,2.1446
2008-02-29,0.937,1.5187,0.8027,1.9864,1.6845,0.9796,7.1115,4.9054,7.7807,39.96,104.19,3.1965,10.7263,5.2061,7.74,1.3935,942.8,107.82,6.1716,1.0435,30.92,30.88,2.1446
2008-03-03,0.9409,1.5195,0.807,1.985,1.6779,0.9867,7.1035,4.9028,7.7841,40.33,103.57,3.1969,10.7001,5.1784,7.7755,1.3914,947.1,107.83,6.1562,1.0431,31.09,31.51,2.1446
2008-03-04,0.9227,1.521,0.7973,1.9854,1.6818,0.9954,7.106,4.8977,7.7829,40.27,102.67,3.187,10.7175,5.1707,7.9145,1.3896,947.45,107.82,6.1598,1.0354,30.91,31.45,2.1446
2008-03-05,0.9319,1.5282,0.8003,1.9939,1.6673,0.9897,7.1075,4.8738,7.7897,40.19,103.99,3.1795,10.7015,5.1375,7.76,1.3891,948.15,107.8,6.1232,1.0364,30.83,31.51,2.1446
2008-03-06,0.9317,1.5356,0.8004,2.0073,1.669,0.9847,7.1059,4.8496,7.7885,40.13,103.1,3.168,10.765,5.121,7.92,1.3859,952.7,107.8,6.102,1.0291,30.7,31.56,2.1446
2008-03-07,0.9283,1.5333,0.7943,2.0128,1.6873,0.9916,7.111,4.8624,7.7857,40.42,102.69,3.168,10.8441,5.1637,7.9855,1.3842,956.8,107.65,6.1337,1.025,30.71,31.48,2.1446
2008-03-10,0.9177,1.5369,0.7909,2.0166,1.7037,0.9975,7.106,4.8502,7.7887,40.39,101.8,3.2015,10.849,5.1449,8.0225,1.3873,966.1,107.45,6.1191,1.0192,30.63,31.5,2.1446
2008-03-11,0.9249,1.5329,0.7995,2.0041,1.7011,0.9953,7.1027,4.864,7.7879,40.23,102.87,3.1865,10.797,5.1419,7.8825,1.3865,966.4,107.48,6.1279,1.0292,30.58,31.52,2.1446
2008-03-12,0.9322,1.5495,0.8063,2.0211,1.6802,0.9895,7.101,4.8116,7.7872,40.02,102.38,3.1685,10.781,5.1091,7.83,1.3855,969.3,107.55,6.0762,1.0217,30.68,31.55,2.1446
2008-03-13,0.9411,1.5584,0.8134,2.0311,1.6994,0.9841,7.09,4.7837,7.7858,40.18,100.58,3.154,10.7775,5.1066,7.935,1.3795,982.1,107.75,6.0559,1.0116,30.66,31.45,2.1446
2008-03-14,0.9371,1.5604,0.8149,2.0294,1.704,0.9867,7.089,4.7777,7.7829,40.4,100.2,3.16,10.7615,5.1321,7.9037,1.3812,997.1,107.65,6.0541,1.0072,30.74,31.35,2.1446
2008-03-17,0.9184,1.5765,0.799,2.0008,1.7221,0.9977,7.083,4.7304,7.7642,40.46,96.88,3.1865,10.7822,5.1153,8.1575,1.3799,1021.45,107.64,6.0058,0.986,30.85,31.4,2.1446
2008-03-18,0.9271,1.5784,0.8094,2.0216,1.706,0.9938,7.0795,4.7263,7.7702,40.2,98.23,3.1535,10.7165,5.113,8.035,1.3775,1008.4,107.6,5.9863,0.9899,30.72,31.1,2.1446
2008-03-19,0.9214,1.5642,0.8034,1.9858,1.6996,1.0027,7.066,4.768,7.772,40,99.34,3.178,10.6965,5.1457,7.999,1.3846,1008.55,107.58,6.0065,1.0006,30.71,31.14,2.1446
2008-03-20,0.8958,1.5417,0.7881,1.9823,1.7392,1.0265,7.052,4.838,7.7774,40.32,98.79,3.197,10.723,5.278,8.2125,1.3892,1009.15,107.63,6.1176,1.0107,30.66,31.25,2.1446
2008-03-21,0.9016,1.5447,0.792,1.9826,1.7308,1.0239,7.0515,4.8283,7.777,39.86,99.4,3.178,10.717,5.2572,8.155,1.386,1002,107.63,6.098,1.0085,30.5,31.24,2.1446
2008-03-24,0.9062,1.5394,0.7968,1.9852,1.7303,1.0203,7.055,4.8451,7.7787,40.03,100.77,3.21,10.67,5.2778,8.1,1.3902,993.7,107.7,6.1328,1.023,30.19,31.45,2.1446
2008-03-25,0.9136,1.5595,0.8036,1.9997,1.7403,1.0176,7.044,4.7826,7.7782,39.93,100.07,3.1985,10.681,5.1824,8.035,1.3835,975.8,107.8,6.0231,1.0088,30.08,31.49,2.1446
2008-03-26,0.9196,1.5761,0.8029,2.0019,1.7353,1.018,7.029,4.732,7.782,39.96,99.12,3.1965,10.6915,5.0919,8.0271,1.38,993.1,107.72,5.9696,0.9955,29.99,31.37,2.1446
2008-03-27,0.9202,1.5798,0.8041,2.0097,1.7313,1.0146,7.0105,4.7188,7.7813,39.95,99.87,3.2115,10.6935,5.08,7.9639,1.3791,990.08,107.75,5.9498,0.9932,30.14,31.35,2.1446
2008-03-28,0.9188,1.5759,0.7982,1.989,1.7393,1.018,7.012,4.7304,7.7807,39.76,99.71,3.1955,10.6925,5.1102,8.075,1.3807,992.4,107.73,5.954,0.9981,30.38,31.38,2.1446
2008-03-31,0.9132,1.5805,0.786,1.9855,1.7441,1.0275,7.012,4.7178,7.7819,40.02,99.85,3.192,10.63,5.0827,8.144,1.3786,988.6,107.8,5.936,0.9921,30.37,31.44,2.1446
2008-04-01,0.9067,1.5615,0.7814,1.9774,1.741,1.0268,7.0116,4.7752,7.7868,39.88,101.77,3.1765,10.6005,5.1876,8.0251,1.3782,979,107.75,6.0079,1.0108,30.3,31.38,2.1446
2008-04-02,0.9134,1.5618,0.7905,1.9827,1.7241,1.0173,7.0185,4.775,7.7879,39.88,102.77,3.1835,10.5525,5.1477,7.8011,1.3788,975.7,107.81,5.992,1.0148,30.37,31.51,2.1446
2008-04-03,0.9152,1.5667,0.7863,1.9961,1.7211,1.0079,7.015,4.7589,7.7905,39.94,102.21,3.188,10.5665,5.1089,7.74,1.3852,977.2,107.8,5.9678,1.0079,30.41,31.6,2.1446
2008-04-04,0.9214,1.5735,0.7884,1.9947,1.71,1.0088,7.015,4.7394,7.7909,39.93,101.75,3.1925,10.5661,5.0685,7.8,1.3816,973.5,107.55,5.9543,1.0052,30.41,31.66,2.1446
2008-04-07,0.9274,1.5713,0.7968,1.9855,1.6985,1.0108,7.001,4.7455,7.7899,39.96,102.62,3.1855,10.54,5.0561,7.7675,1.3803,974.6,107.6,5.957,1.0144,30.41,31.63,2.1446
2008-04-08,0.9278,1.5705,0.7967,1.969,1.6983,1.0151,7.0008,4.7494,7.7871,39.9,102.55,3.1865,10.561,5.0579,7.7805,1.3804,975.7,107.58,5.961,1.014,30.52,31.67,2.1446
2008-04-09,0.9283,1.5804,0.7962,1.9726,1.6914,1.0192,7.0017,4.7192,7.7898,39.91,101.83,3.18,10.5565,5.0255,7.84,1.3772,975.7,107.55,5.9338,1.0019,30.45,31.74,2.1446
2008-04-10,0.9324,1.5744,0.7985,1.9742,1.6775,1.0178,6.991,4.7385,7.7863,39.89,101.71,3.144,10.549,5.0448,7.785,1.3576,975,107.76,5.962,1.0051,30.3,31.51,2.1446
2008-04-11,0.929,1.5796,0.7942,1.9707,1.681,1.0216,7.006,4.7212,7.7885,39.84,101.09,3.1437,10.527,5.0283,7.805,1.3567,975.8,107.84,5.9586,1.0016,30.29,31.56,2.1446
2008-04-14,0.9229,1.5827,0.7876,1.9816,1.6795,1.0207,6.999,4.7127,7.7912,39.86,100.87,3.16,10.4788,5.011,7.8735,1.3577,979.3,107.9,5.94,0.9975,30.31,31.53,2.1446
2008-04-15,0.9245,1.5801,0.7842,1.9627,1.6845,1.0181,6.9945,4.7201,7.7931,39.83,101.33,3.1635,10.484,5.0054,7.9525,1.3581,991.3,107.82,5.9512,1.0019,30.25,31.58,2.1446
2008-04-16,0.9396,1.5978,0.7911,1.9756,1.672,1.0021,6.992,4.6687,7.7935,39.89,101.4,3.1455,10.4616,4.9467,7.9005,1.3508,989.1,107.84,5.8751,0.9979,30.24,31.44,2.1446
2008-04-17,0.937,1.5924,0.7882,1.9908,1.6625,1.0107,6.984,4.6836,7.7915,39.79,102.22,3.14,10.4775,4.9645,7.8375,1.3523,991.6,107.8,5.9066,1.0025,30.29,31.4,2.1446
2008-04-18,0.9294,1.5742,0.787,1.9965,1.664,1.0084,7.0065,4.7394,7.7939,39.73,104.56,3.147,10.4605,5.0615,7.7565,1.3587,1000,107.88,5.9732,1.0253,30.41,31.51,2.1446
2008-04-21,0.9418,1.5881,0.7936,1.9813,1.666,1.0066,6.9996,4.698,7.7936,39.92,103.38,3.1445,10.5245,5.0052,7.7525,1.3545,997.5,107.85,5.8976,1.0121,30.27,31.45,2.1446
2008-04-22,0.9458,1.601,0.7979,1.9994,1.6547,1.0033,6.989,4.6605,7.7929,39.93,102.7,3.137,10.5165,4.9474,7.63,1.3503,996.8,107.8,5.8346,1.0004,30.26,31.43,2.1446
2008-04-23,0.9488,1.5898,0.7989,1.9786,1.6571,1.0194,6.9895,4.694,7.7963,40,103.55,3.1345,10.4915,4.9934,7.6733,1.3522,990.7,107.74,5.873,1.0146,30.29,31.46,2.1446
2008-04-24,0.9395,1.5668,0.789,1.9716,1.669,1.0131,6.9955,4.7633,7.7908,40.14,104.2,3.1495,10.456,5.0895,7.68,1.3596,995.65,107.8,5.946,1.0341,30.35,31.55,2.1446
2008-04-25,0.933,1.5634,0.7826,1.9833,1.6686,1.0163,7.0095,4.7732,7.7911,40.13,104.17,3.1595,10.4675,5.1119,7.595,1.3636,994,107.83,5.9758,1.0335,30.34,31.7,2.1446
2008-04-28,0.9395,1.5648,0.7869,1.9908,1.6778,1.0158,7.002,4.7692,7.7897,40.1,104.3,3.157,10.4415,5.0878,7.535,1.3619,996.3,107.88,5.9758,1.0339,30.42,31.67,2.1446
2008-04-29,0.9347,1.5604,0.7761,1.9747,1.706,1.0128,6.9845,4.78,7.792,40.37,103.4,3.153,10.5322,5.1236,7.5876,1.3608,1001.55,107.88,5.9991,1.0329,30.46,31.66,2.1446
2008-04-30,0.9419,1.5568,0.781,1.9847,1.695,1.0092,6.987,4.7933,7.795,40.45,104.53,3.1585,10.5101,5.1175,7.5685,1.3576,1005,107.88,5.991,1.0422,30.47,31.64,2.1446
2008-05-01,0.9338,1.5458,0.7771,1.9749,1.6618,1.0187,6.9876,4.8272,7.7931,40.58,104.04,3.159,10.489,5.1463,7.635,1.3605,1004,107.88,6.0513,1.0478,30.51,31.62,2.1446
2008-05-02,0.9366,1.5431,0.7825,1.9756,1.6463,1.0182,6.987,4.8354,7.7951,40.55,105.33,3.1615,10.4575,5.1243,7.55,1.3638,1009,107.85,6.0685,1.0562,30.49,31.67,2.1446
2008-05-05,0.9454,1.5491,0.7857,1.9679,1.6599,1.0125,6.9815,4.8169,7.7946,40.45,105.12,3.1615,10.4711,5.0821,7.5725,1.3591,1007.8,107.84,6.0386,1.0539,30.46,31.64,2.1446
2008-05-06,0.9481,1.5548,0.7915,1.9747,1.6605,1.0036,6.986,4.7982,7.7931,40.8,104.54,3.1495,10.4915,5.0479,7.56,1.3588,1015,107.75,6.0022,1.0485,30.44,31.67,2.1446
2008-05-07,0.9426,1.537,0.7825,1.9522,1.6743,1.002,6.986,4.8546,7.7935,41.3,105.28,3.1805,10.5411,5.123,7.51,1.3666,1030,107.87,6.0595,1.0583,30.64,31.7,2.1446
2008-05-08,0.943,1.5409,0.7732,1.9543,1.679,1.0149,7,4.841,7.7946,41.66,103.87,3.2005,10.5335,5.116,7.575,1.3745,1040.5,107.7,6.0295,1.051,30.85,31.67,2.1446
2008-05-09,0.9417,1.5447,0.7668,1.9486,1.688,1.0062,6.9876,4.8295,7.7965,41.55,103.01,3.2025,10.5701,5.0887,7.726,1.3685,1044,107.6,6.0035,1.0432,30.74,31.93,2.1446
2008-05-12,0.9467,1.5536,0.7709,1.9616,1.667,1.0037,6.9881,4.8014,7.7963,42,103.83,3.2035,10.4855,5.0367,7.611,1.3663,1043,107.6,5.9753,1.0443,30.79,32.14,2.1446
2008-05-13,0.942,1.5509,0.7679,1.947,1.66,0.9996,6.9889,4.8097,7.7966,42.08,104.41,3.2215,10.487,5.0521,7.583,1.3707,1047,107.65,5.9924,1.049,30.86,32.25,2.1446
2008-05-14,0.9348,1.5467,0.7625,1.9451,1.6618,1.0018,6.999,4.8234,7.799,42.34,105.2,3.2615,10.4885,5.0704,7.6,1.3788,1047,107.64,6.0158,1.0558,30.99,32.45,2.1446
2008-05-15,0.9415,1.5492,0.7597,1.9488,1.6518,0.9996,6.9943,4.8153,7.7995,42.6,104.61,3.258,10.467,5.0712,7.5975,1.3776,1043,107.72,6.0302,1.0531,30.91,32.37,2.1446
2008-05-16,0.954,1.5591,0.7738,1.958,1.643,0.9966,6.988,4.7846,7.7998,42.5,103.86,3.2285,10.43,5.0145,7.47,1.3688,1037,107.85,5.9696,1.0448,30.6,32.26,2.1446
2008-05-19,0.9532,1.5516,0.773,1.9472,1.647,0.9914,6.97,4.8083,7.7999,42.46,104.55,3.241,10.375,5.0305,7.492,1.371,1041,107.82,5.9827,1.0545,30.47,32.21,2.1446
2008-05-20,0.9599,1.5667,0.7759,1.9705,1.6539,0.9928,6.9725,4.7602,7.8004,42.5,103.66,3.2455,10.3965,4.9952,7.6433,1.3657,1047,107.82,5.9288,1.0376,30.54,31.98,2.1446
2008-05-21,0.9644,1.5772,0.7805,1.9669,1.65,0.984,6.9592,4.729,7.8004,42.77,103.34,3.218,10.365,4.9861,7.6435,1.3578,1039,107.72,5.9094,1.0297,30.4,31.84,2.1446
2008-05-22,0.9552,1.5703,0.7847,1.9785,1.6563,0.9861,6.942,4.7505,7.7999,42.93,104.03,3.203,10.384,5.0091,7.6735,1.3602,1044,107.75,5.9313,1.0324,30.36,31.87,2.1446
2008-05-23,0.9608,1.5784,0.7876,1.9818,1.655,0.9883,6.9412,4.7268,7.8018,42.68,103.22,3.214,10.3945,5.0093,7.661,1.3583,1045.5,107.8,5.8934,1.0235,30.49,32.03,2.1446
2008-05-26,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008-05-27,0.9588,1.5731,0.7898,1.9751,1.6709,0.9932,6.945,4.7408,7.806,42.86,103.98,3.246,10.397,4.9945,7.7601,1.3626,1041,107.82,5.9096,1.0284,30.53,32.19,2.1446
2008-05-28,0.9616,1.5628,0.784,1.9806,1.6684,0.9913,6.9408,4.7723,7.805,42.75,104.69,3.2305,10.3425,5.0403,7.6985,1.365,1033.5,107.85,5.9784,1.0382,30.49,32.28,2.1446
2008-05-29,0.9545,1.5527,0.7784,1.9759,1.6476,0.9871,6.9377,4.8036,7.8051,42.53,105.52,3.2455,10.3055,5.0728,7.582,1.3668,1030,107.83,5.9965,1.048,30.44,32.48,2.1446
2008-05-30,0.9551,1.556,0.7838,1.9793,1.6252,0.9938,6.94,4.7934,7.8041,42.15,105.46,3.2345,10.329,5.0872,7.615,1.3635,1028.5,107.82,5.9959,1.0426,30.37,32.3,2.1446
2008-06-02,0.9548,1.555,0.785,1.9666,1.6305,1.0011,6.9325,4.7965,7.8037,42.38,104.41,3.221,10.339,5.117,7.7126,1.3631,1022.3,107.85,6.026,1.0379,30.15,32.54,2.1446
2008-06-03,0.9545,1.5454,0.7837,1.965,1.6227,1.0051,6.9341,4.8261,7.8049,42.5,105.29,3.226,10.29,5.1525,7.7005,1.3634,1016.8,107.8,6.0382,1.0437,30.37,32.61,2.1446
2008-06-04,0.9605,1.5453,0.7824,1.9548,1.6293,1.0145,6.9633,4.8248,7.8079,42.6,104.99,3.253,10.32,5.159,7.763,1.3643,1019,107.8,6.0405,1.0408,30.35,32.7,2.1446
2008-06-05,0.9567,1.556,0.7653,1.9563,1.6345,1.0195,6.946,4.7933,7.8077,42.82,106,3.235,10.312,5.116,7.883,1.367,1023,107.85,5.9867,1.0398,30.38,32.89,2.1446
2008-06-06,0.9603,1.5731,0.7667,1.9695,1.6261,1.0187,6.923,4.7398,7.8095,42.63,105.33,3.267,10.368,5.0327,7.845,1.3628,1030.5,107.88,5.9242,1.0237,30.41,33.15,2.1446
2008-06-09,0.9523,1.5718,0.7622,1.9758,1.6226,1.0223,6.923,4.7461,7.8082,42.85,106.06,3.2625,10.364,5.05,7.9231,1.3635,1032,107.84,5.947,1.0237,30.32,33.23,2.1446
2008-06-10,0.9448,1.5473,0.7508,1.9543,1.6403,1.0241,6.9248,4.8207,7.8093,42.92,107.19,3.273,10.388,5.1622,7.96,1.3723,1027.5,107.83,6.0457,1.0404,30.44,32.99,2.1446
2008-06-11,0.9487,1.5562,0.7564,1.9646,1.6405,1.017,6.9095,4.7924,7.809,42.65,106.77,3.264,10.4365,5.1361,8.0175,1.3715,1030.3,107.87,6.0168,1.0328,30.34,33.08,2.1446
2008-06-12,0.9342,1.5418,0.7502,1.9467,1.6392,1.023,6.907,4.837,7.8159,42.7,107.94,3.2685,10.389,5.21,8.12,1.3796,1033.3,107.85,6.088,1.0441,30.39,33.09,2.1446
2008-06-13,0.939,1.5368,0.7504,1.9496,1.6316,1.0282,6.9044,4.8519,7.8155,42.86,107.92,3.2705,10.3665,5.238,8.12,1.3802,1044,107.75,6.0954,1.0485,30.44,33.13,2.1446
2008-06-16,0.9404,1.5472,0.7528,1.9637,1.6249,1.021,6.8911,4.82,7.8083,42.93,108.19,3.272,10.3341,5.1813,8.098,1.3725,1038.5,107.82,6.0387,1.0435,30.38,33.24,2.1446
2008-06-17,0.9428,1.5519,0.7541,1.9544,1.6128,1.0201,6.8954,4.8064,7.8093,42.86,108.03,3.2405,10.317,5.1859,8.0125,1.3682,1021.8,107.83,6.03,1.0428,30.33,33.15,2.1446
2008-06-18,0.9441,1.5502,0.7562,1.957,1.6088,1.0186,6.8821,4.8119,7.8061,42.8,108.05,3.255,10.294,5.1812,8.0181,1.37,1029.25,107.86,6.0506,1.0413,30.38,33.26,2.1446
2008-06-19,0.9499,1.5502,0.7619,1.9729,1.6036,1.013,6.877,4.8106,7.8068,42.91,107.95,3.26,10.318,5.182,7.963,1.369,1028,107.67,6.0588,1.0457,30.39,33.41,2.1446
2008-06-20,0.954,1.5626,0.7628,1.9737,1.6018,1.0173,6.8796,4.7725,7.8057,42.86,107.42,3.2615,10.2735,5.1433,7.9905,1.3645,1031.5,107.65,6.0162,1.0345,30.42,33.3,2.1446
2008-06-23,0.9507,1.5492,0.7564,1.9609,1.6137,1.0161,6.874,4.8141,7.8073,42.97,107.89,3.264,10.297,5.1665,8.06,1.3687,1036.8,107.6,6.0654,1.0474,30.44,33.43,2.1446
2008-06-24,0.9573,1.5591,0.7594,1.9707,1.603,1.0135,6.8699,4.7839,7.807,42.75,107.76,3.2545,10.2925,5.1061,7.9925,1.3656,1032.5,107.64,6.0363,1.0384,30.4,33.5,2.1446
2008-06-25,0.954,1.557,0.7563,1.9672,1.5996,1.0134,6.8653,4.7897,7.807,42.73,108.29,3.262,10.2895,5.1072,7.895,1.3698,1034.3,107.65,6.0393,1.0424,30.33,33.57,2.1446
2008-06-26,0.9573,1.5738,0.7569,1.9873,1.5925,1.0121,6.863,4.7394,7.8051,42.6,107.29,3.2568,10.2721,5.0558,7.886,1.3651,1041.3,107.7,5.9777,1.0274,30.39,33.53,2.1446
2008-06-27,0.961,1.5749,0.7622,1.9938,1.6038,1.012,6.8618,4.7343,7.8023,42.78,106.28,3.26,10.3011,5.0653,7.9075,1.3632,1041.75,107.64,5.9813,1.0205,30.37,33.51,2.1446
2008-06-30,0.9562,1.5748,0.7609,1.9906,1.5945,1.0185,6.8591,4.734,7.797,42.93,106.17,3.2665,10.3035,5.0899,7.8035,1.3608,1046.8,107.65,6.0208,1.0202,30.36,33.37,2.1446
2008-07-01,0.9535,1.5778,0.7567,1.993,1.609,1.022,6.8608,4.726,7.7992,43.23,105.73,3.2785,10.385,5.0695,7.9151,1.3617,1050.5,107.67,5.9874,1.0183,30.37,33.4,2.1446
2008-07-02,0.9634,1.5869,0.7617,1.9925,1.6003,1.0127,6.8542,4.6991,7.7979,43.15,105.87,3.269,10.371,5.0604,7.841,1.3574,1036.5,107.68,5.969,1.0151,30.38,33.36,2.1446
2008-07-03,0.9604,1.5708,0.7564,1.9825,1.6061,1.0204,6.8529,4.7472,7.7978,43.17,106.79,3.265,10.3695,5.0957,7.71,1.3628,1044.5,107.7,5.9876,1.0273,30.43,33.34,2.1446
2008-07-04,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2008-07-07,0.9531,1.5646,0.752,1.9697,1.5999,1.0174,6.8567,4.7658,7.8026,43.29,107.55,3.264,10.3216,5.1008,7.72,1.365,1044.5,107.7,6.0087,1.0328,30.38,33.62,2.1446
2008-07-08,0.9533,1.5653,0.7515,1.9685,1.611,1.0205,6.851,4.764,7.8022,43.23,107.35,3.252,10.3385,5.1357,7.752,1.3651,1026.25,107.65,6.028,1.0324,30.38,33.66,2.1446
2008-07-09,0.9585,1.5744,0.7612,1.9812,1.6067,1.0108,6.8632,4.7376,7.8027,43.02,107.12,3.242,10.3035,5.1044,7.68,1.3583,1000,107.62,6.0026,1.0301,30.4,33.6,2.1446
2008-07-10,0.9621,1.5771,0.7578,1.9777,1.6082,1.0103,6.843,4.7299,7.803,42.94,107.03,3.2365,10.3051,5.1137,7.7227,1.3605,998.2,107.65,5.9991,1.0282,30.43,33.66,2.1446
2008-07-11,0.9674,1.5898,0.7611,1.9895,1.603,1.0093,6.8338,4.6917,7.8039,42.8,106.14,3.2315,10.3085,5.0649,7.6925,1.3561,1000.3,107.62,5.956,1.0179,30.38,33.6,2.1446
2008-07-14,0.9721,1.5914,0.7637,1.9925,1.5928,1.006,6.845,4.6882,7.8037,42.8,106.18,3.2255,10.2955,5.0565,7.6465,1.3527,1003.8,107.62,5.96,1.0162,30.4,33.65,2.1446
2008-07-15,0.9797,1.5923,0.7721,2.0036,1.5935,1.0015,6.8211,4.6837,7.7967,43.12,104.78,3.215,10.3215,5.051,7.6401,1.3472,1006.3,107.6,5.9611,1.0089,30.38,33.43,2.1446
2008-07-16,0.9761,1.5847,0.7719,1.9995,1.5954,1.002,6.8104,4.7049,7.799,43.05,104.64,3.225,10.2593,5.092,7.608,1.348,1006.75,107.55,6.0066,1.0148,30.35,33.45,2.1446
2008-07-17,0.975,1.5861,0.766,2.0038,1.5877,1.0018,6.8189,4.7028,7.7976,42.7,105.82,3.2327,10.2235,5.0734,7.535,1.3507,1011,107.55,5.9636,1.0197,30.35,33.43,2.1446
2008-07-18,0.9728,1.5855,0.7626,1.9985,1.5898,1.0053,6.8168,4.7035,7.7968,42.66,106.75,3.2342,10.203,5.0802,7.603,1.3512,1013,107.55,5.9584,1.0207,30.32,33.32,2.1446
2008-07-21,0.9749,1.5877,0.7598,1.9979,1.5842,1.0019,6.8271,4.6994,7.7971,42.57,106.74,3.2327,10.171,5.0687,7.557,1.3522,1017,107.47,5.9532,1.0207,30.34,33.33,2.1446
2008-07-22,0.9715,1.5811,0.7605,1.9941,1.5841,1.0083,6.8248,4.7186,7.7959,42.65,107.11,3.235,10.1259,5.096,7.492,1.3578,1014,107.6,5.9905,1.0283,30.34,33.35,2.1446
2008-07-23,0.9636,1.5708,0.7517,2.0021,1.5838,1.0088,6.8279,4.7501,7.7993,42.05,107.68,3.238,10.047,5.1548,7.5325,1.3643,1009,107.72,6.0233,1.0372,30.39,33.41,2.1446
2008-07-24,0.957,1.5657,0.7417,1.9832,1.5775,1.0114,6.8292,4.7641,7.7988,42.1,107.62,3.255,10.0265,5.1719,7.642,1.3616,1006.8,107.6,6.04,1.039,30.43,33.43,2.1446
2008-07-25,0.9562,1.5687,0.7419,1.988,1.5728,1.0167,6.8189,4.7549,7.8,41.1,107.89,3.268,10.0255,5.1427,7.5725,1.3607,1007,107.65,6.0375,1.0386,30.45,33.43,2.1446
2008-07-28,0.9571,1.5747,0.7451,1.9943,1.5752,1.022,6.8332,4.7383,7.8002,42.52,107.49,3.265,10.074,5.1289,7.5,1.3626,1006,107.49,6.0056,1.0332,30.4,33.46,2.1446
2008-07-29,0.9508,1.5588,0.7364,1.9805,1.5715,1.026,6.8264,4.7854,7.8022,42.56,108.19,3.265,10.062,5.1779,7.396,1.3678,1006,107.55,6.0793,1.0454,30.48,33.45,2.1446
2008-07-30,0.9434,1.5559,0.7346,1.981,1.5605,1.024,6.8272,4.7956,7.8036,42.28,108.17,3.261,10.0345,5.1562,7.383,1.3681,1012.3,107.5,6.0615,1.0484,30.61,33.49,2.1446
2008-07-31,0.9415,1.5589,0.734,1.9806,1.566,1.0261,6.8388,4.7858,7.8017,42.47,108.1,3.2565,10.0345,5.1323,7.3105,1.3676,1011.5,107.65,6.0532,1.0489,30.72,33.48,2.1446
2008-08-01,0.9317,1.5567,0.7268,1.9743,1.558,1.0251,6.8423,4.7916,7.8046,42.26,107.59,3.26,9.972,5.1374,7.2615,1.3725,1015.75,107.6,6.078,1.048,30.75,33.53,2.1446
2008-08-04,0.9299,1.5569,0.7295,1.9606,1.5683,1.0355,6.8471,4.792,7.8036,42.45,108.23,3.2668,9.9355,5.136,7.235,1.3732,1016.75,107.68,6.0757,1.0492,30.7,33.48,2.1446
