Date,GDP
2018-05-01,100.345416433143
2018-06-01,100.330556868625
2018-07-01,100.300974490537
2018-08-01,100.260517244538
2018-09-01,100.213990578672
2018-10-01,100.168108015316
2018-11-01,100.128911074795
2018-12-01,100.099152600957
2019-01-01,100.075204327454
2019-02-01,100.051374302269
2019-03-01,100.023766392026
2019-04-01,99.9940939148359
2019-05-01,99.9666314136121
2019-06-01,99.9453138090714
2019-07-01,99.9306764914902
2019-08-01,99.9217815913419
2019-09-01,99.9176343648959
2019-10-01,99.918159345566
2019-11-01,99.9238621587828
2019-12-01,99.9351330882238
2020-01-01,99.9511551467388
2020-02-01,99.9706817168563
2020-03-01,95.038084225515
2020-04-01,91.9045609651583
2020-05-01,90.2642832515297
